dataset,band,subject,condition,R_mean,D_mean,M_mean,Pi,Access_all,n_channels,duration_s,n_windows
Chennu,alpha,27,recovery,0.18494520220982927,5.934335687810873,0.00393096347336293,0.8103448275862069,0.5344827586206896,91.0,90.0,58.0
Chennu,alpha,28,baseline,0.17687760916721534,6.216669958512496,0.003823124866444243,0.8275862068965517,0.6551724137931034,91.0,90.0,58.0
Chennu,alpha,28,mild,0.17706402925954826,5.408022802108133,0.0033166935004232353,0.7643678160919539,0.4482758620689655,91.0,90.0,58.0
Chennu,alpha,28,moderate,0.16585896233882044,5.356846946161678,0.0034829200634197395,0.7873563218390803,0.4827586206896552,91.0,90.0,58.0
Chennu,alpha,28,recovery,0.1790954679099847,5.7396848060315495,0.0033772438597012263,0.8275862068965516,0.603448275862069,91.0,90.0,58.0
Chennu,alpha,29,baseline,0.1725880694143897,7.247239238051765,0.004665098268231671,0.8275862068965516,0.603448275862069,91.0,90.0,58.0
Chennu,alpha,29,mild,0.18475009922077557,6.55201644931348,0.00467922563971723,0.8103448275862069,0.603448275862069,91.0,90.0,58.0
Chennu,alpha,29,moderate,0.17529025512590907,7.239347938199722,0.004623341369156832,0.8793103448275862,0.6724137931034483,91.0,90.0,58.0
Chennu,alpha,29,recovery,0.1674519541494836,6.491251563120046,0.003518273958875145,0.7241379310344828,0.41379310344827586,91.0,90.0,58.0
Chennu,alpha,3,baseline,0.16163107019393236,6.74912519160311,0.003923025903932732,0.8275862068965517,0.5862068965517241,91.0,90.0,58.0
Chennu,alpha,3,mild,0.15477659215180026,7.92833652256129,0.0031620778509786848,0.6896551724137931,0.41379310344827586,91.0,90.0,58.0
Chennu,alpha,3,moderate,0.08497724390497738,10.44648751066292,0.002225087615421469,0.2011494252873563,0.0,91.0,90.0,58.0
Chennu,alpha,3,recovery,0.16123316699918566,8.005978065693979,0.003219557980901561,0.7183908045977011,0.46551724137931033,91.0,90.0,58.0
Chennu,alpha,5,baseline,0.17038579077343038,5.93226156813734,0.004003567578185253,0.8275862068965517,0.5862068965517241,91.0,90.0,58.0
Chennu,alpha,5,mild,0.15669420095606287,5.933918173149446,0.003920248730371699,0.7988505747126436,0.5689655172413793,91.0,90.0,58.0
Chennu,alpha,5,moderate,0.10208917829991665,8.95665176305491,0.002506669435422856,0.22988505747126434,0.0,91.0,90.0,58.0
Chennu,alpha,5,recovery,0.1603979736969493,5.334216350279592,0.003263961204736081,0.7701149425287357,0.5689655172413793,91.0,90.0,58.0
Chennu,alpha,6,baseline,0.14540337217493693,5.761704504573322,0.003039922881564296,0.8275862068965517,0.5862068965517241,91.0,90.0,58.0
Chennu,alpha,6,mild,0.13520737974920194,6.78388033846083,0.003224165087765457,0.7528735632183909,0.46551724137931033,91.0,90.0,58.0
Chennu,alpha,6,moderate,0.10845107487700555,7.639184261982016,0.0026946883186591258,0.47701149425287354,0.05172413793103448,91.0,90.0,58.0
Chennu,alpha,6,recovery,0.15562628689491245,6.032133367655322,0.0032297800863495614,0.8563218390804598,0.6206896551724138,91.0,90.0,58.0
Chennu,alpha,7,baseline,0.10018847230297868,9.56202913814726,0.002424800377021773,0.8275862068965517,0.5862068965517241,91.0,90.0,58.0
