dataset,band,subject,condition,y,dR,dD,dlogM,dPi,d_theta_power,d_alpha_power,d_beta_power,d_gamma_power,d_alpha_gamma_ratio,d_spectral_entropy
Chennu,gamma,18,moderate,1,0.0069076096148761,-0.6759535070710512,0.0336904827633519,-0.1611931707317073,-0.0432767980710191,-0.1408254988673571,0.2073791349982698,0.0012921306623046,-17.244900738520897,0.0890437378366673
Chennu,gamma,20,baseline,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chennu,gamma,20,moderate,1,-0.0113742323503669,-0.9217495739543722,-0.1194006979520878,-0.1830948780487805,-0.1237668254215804,0.0645928740288329,0.3068088643721803,0.0034365008128289,1.4992348999058676,0.126536453742004
Chennu,gamma,22,baseline,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chennu,gamma,22,moderate,1,-0.0218446926796328,-0.8713658560793185,-0.1761998027550491,-0.2064966666666667,-0.0285710212030635,0.0474915390730404,0.0599596853059183,-0.0001900753186941,2.65391648128524,0.0191336282766506
Chennu,gamma,23,baseline,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chennu,gamma,23,moderate,1,-0.0046814904778095,-0.8958999803300207,-0.0536630551764036,-0.1807210220673635,-0.059790859535969,-0.0458425779620202,0.1919449010776421,0.0050933159582687,-60.44273084963586,0.1240611704206576
Chennu,gamma,24,baseline,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chennu,gamma,24,moderate,1,-0.0096128871926132,-1.0984183192526986,-0.145182984342743,-0.2863696842105263,-0.0551893051635942,-0.0129506446065658,0.1044924344134766,0.009136980183668,-51.86690492088629,0.0254626357787411
Chennu,gamma,25,baseline,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chennu,gamma,25,moderate,1,-0.0693673663244343,-0.8739337901293265,-0.4741006998550783,-0.3422264264264265,-0.0377432139508367,0.0572870437171361,0.0117030290696847,-0.0405598967394078,11.656899001261516,-0.023700832384053
Chennu,gamma,26,baseline,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chennu,gamma,26,moderate,1,-0.0234591427693794,-0.1975647492037948,-0.1905470895706811,-0.0124947619047619,-0.0242374336824469,-0.0423197954616845,0.0267786562623529,-0.001672241020719,1.46325420959716,0.0226863172511242
Chennu,gamma,27,baseline,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chennu,gamma,27,moderate,1,-0.0279688386571036,-0.3814793551888069,-0.220588024756525,-0.0684607809847198,0.1368022199912313,-0.1400868429586043,0.0830503616986633,0.0058020241582409,-39.37949990070672,0.0578868553896758
Chennu,gamma,28,baseline,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chennu,gamma,28,moderate,1,-0.0149724963746962,-0.4283810212879873,-0.0978310071515,-0.0200864864864864,-0.0001383349707562,0.0112470749987385,0.053574378896147,0.0023684453825525,-1.7701065026250724,0.0346567370445447
Chennu,gamma,29,baseline,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chennu,gamma,29,moderate,1,-0.0034059690611537,-0.4916285027355682,-0.0398246441667824,-0.0396724738675958,-0.0224721911907879,-0.0916882362923753,0.0874134312553951,-0.0015522226779023,-2.8343739100372147,0.0403191890666342
DS005620,gamma,1010,awake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS005620,gamma,1010,sed,1,-0.0197786032927231,0.4464184155703394,0.1218449395814675,-0.4533520862634786,-0.0733967221895734,0.1221062411623004,0.0609648934824112,-0.0063005884562909,25.535781626690188,0.033296066876194
DS005620,gamma,1010,sed2,1,-0.0488771275785919,0.0085519671019476,-0.3274563601652152,-0.5054876362893239,-0.0784161795592822,0.1581920472243097,0.0316551004047092,-0.0200859184092492,33.10737310382093,0.0143988869466976
DS005620,gamma,1016,awake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS005620,gamma,1016,sed,1,-0.0162074114913029,-0.8586149144450248,-0.1222791333575119,-0.3155180496952648,-0.0633189658460452,0.0277415593943158,-0.0483806392693979,-0.0131723413875554,15.44289061099132,-0.0873765584661715
DS005620,gamma,1016,sed2,1,-0.0208117923555711,0.1503162166208929,-0.1727320532342831,-0.3525911500595046,-0.1047693624368646,-0.236901359087359,-0.1268006133586459,-0.0227632826140175,14.767287727076596,-0.4194253946278849
DS005620,gamma,1017,awake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS005620,gamma,1017,sed,1,0.0111006673783961,-0.5662951769410434,0.1182898328568065,-0.1568213783403654,-0.1423755765711011,0.0616370756047623,0.1010793386371673,-0.003410355032217,6.700260737467104,-0.030424121666286
DS005620,gamma,1017,sed2,1,0.0106190975246076,-1.0224243431500382,0.0930634647374182,-0.1417649392332935,-0.1378399970941533,0.0987900483349691,0.0671140463273692,-0.0088033507686384,29.02305665635059,-0.0470602481640718
DS005620,gamma,1022,awake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS005620,gamma,1022,sed,1,-0.0033847189635868,-0.6366247929621274,0.0140156980302772,-0.13455227379278,-0.0297999740067464,0.0956645909980634,-0.0526308205102361,-0.0166714463316476,46.31534379101831,-0.0641268132748813
DS005620,gamma,1022,sed2,1,0.0008648070089078,-0.7368686468913275,0.0673240410729585,-0.166456297257985,-0.0131514393843282,0.0469493249120561,-0.1081111843712512,-0.0191090145571904,63.540550330151376,-0.1216120223508301
DS005620,gamma,1024,awake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
